Kanji,Plain,Plain negative,Past plain,Past plain negative,Present polite,Present polite negative,Past polite,Past polite negative,Potential,Potential negative,Te,Te negative,Imperative,Imperative negative,Volitional,Volitional negative,Ba,Ba negative,Causative,Causative negative,Chau,Chau negative,Chimau,Chimau negative,I,I negative,Nasai imperative,Nasai imperative negative,Passive,Passive negative,Tara,Tara negative,Frequency ranking,Lexeme,Standard Reading (in Hiragana)
含む,ふくむ,ふくまない,ふくんだ,ふくまなかった,ふくみます,ふくみません,ふくみました,ふくみません でした,ふくめる,ふくめない,ふくんで,ふくまないで,ふくめ,ふくむ な,ふくもう,,ふくめば,ふくまなければ,ふくませる,ふくませない,ふくんじゃう,,ふくんじまう,,ふくみ,,ふくみなさい,,ふくまれる,ふくまれない,ふくんだら,ふくまなかったら,491.0,立てる,たてる
起こる,おこる,おこらない,おこった,おこらなかった,おこります,おこりません,おこりました,おこりません でした,おこれる,おこれない,おこって,おこらないで,おこれ,おこる な,おころう,,おこれば,おこらなければ,おこらせる,おこらせない,おこっちゃう,,おこっちまう,,おこり,,おこりなさい,,おこられる,おこられない,おこったら,おこらなかったら,500.0,答える,こたえる
かかわる,かかわる,かかわらない,かかわった,かかわらなかった,かかわります,かかわりません,かかわりました,かかわりません でした,かかわれる,かかわれない,かかわって,かかわらないで,かかわれ,かかわる な,かかわろう,,かかわれば,かかわらなければ,かかわらせる,かかわらせない,かかわっちゃう,,かかわっちまう,,かかわり,,かかわりなさい,,かかわられる,かかわられない,かかわったら,かかわらなかったら,502.0,働く,はたらく
忘れる,わすれる,わすれない,わすれた,わすれなかった,わすれます,わすれません,わすれました,わすれません でした,わすれられる,わすれられない,わすれて,わすれないで,わすれよ,わすれる な,わすれよう,,わすれれば,わすれなければ,わすれさせる,わすれさせない,わすれちゃう,,わすれちまう,,わすれ,,わすれなさい,,わすれられる,わすれられない,わすれたら,わすれなかったら,508.0,送る,おくる
すむ,すむ,すまない,すんだ,すまなかった,すみます,すみません,すみました,すみません でした,すめる,すめない,すんで,すまないで,すめ,すむ な,すもう,,すめば,すまなければ,すませる,すませない,すんじゃう,,すんじまう,,すみ,,すみなさい,,すまれる,すまれない,すんだら,すまなかったら,509.0,始まる,はじまる
笑う,わらう,わらわない,わらった,わらわなかった,わらいます,わらいません,わらいました,わらいません でした,わらえる,わらえない,わらって,わらわないで,わらえ,わらう な,わらおう,,わらえば,わらわなければ,わらわせる,わらわせない,わらっちゃう,,わらっちまう,,わらい,,わらいなさい,,わらわれる,わらわれない,わらったら,わらわなかったら,519.0,含む,ふくむ
なさる,なさる,なさらない,なさった,なさらなかった,なさいます,なさいません,なさいました,なさいません でした,なされる,なされない,なさって,なさらないで,なさい,なさる な,なさろう,,なされば,なさらなければ,なさらせる,なさらせない,なさっちゃう,,なさっちまう,,なさい,,なさいなさい,,なさられる,なさられない,なさったら,なさらなかったら,521.0,起こる,おこる
変える,かえる,かえない,かえた,かえなかった,かえます,かえません,かえました,かえません でした,かえられる,かえられない,かえて,かえないで,かえよ,かえる な,かえよう,,かえれば,かえなければ,かえさせる,かえさせない,かえちゃう,,かえちまう,,かえ,,かえなさい,,かえられる,かえられない,かえたら,かえなかったら,523.0,関わる,かかわる
引く,ひく,ひかない,ひいた,ひかなかった,ひきます,ひきません,ひきました,ひきません でした,ひける,ひけない,ひいて,ひかないで,ひけ,ひく な,ひこう,,ひけば,ひかなければ,ひかせる,ひかせない,ひいちゃう,,ひいちまう,,ひき,,ひきなさい,,ひかれる,ひかれない,ひいたら,ひかなかったら,526.0,忘れる,わすれる
売る,うる,うらない,うった,うらなかった,うります,うりません,うりました,うりません でした,うれる,うれない,うって,うらないで,うれ,うる な,うろう,,うれば,うらなければ,うらせる,うらせない,うっちゃう,,うっちまう,,うり,,うりなさい,,うられる,うられない,うったら,うらなかったら,531.0,済む,すむ
進む,すさむ,すさまない,すさんだ,すさまなかった,すさみます,すさみません,すさみました,すさみません でした,すさめる,すさめない,すさんで,すさまないで,すさめ,すさむ な,すさもう,,すさめば,すさまなければ,すさませる,すさませない,すさんじゃう,,すさんじまう,,すさみ,,すさみなさい,,すさまれる,すさまれない,すさんだら,すさまなかったら,532.0,笑う,わらう
渡る,わたる,わたらない,わたった,わたらなかった,わたります,わたりません,わたりました,わたりません でした,わたれる,わたれない,わたって,わたらないで,わたれ,わたる な,わたろう,,わたれば,わたらなければ,わたらせる,わたらせない,わたっちゃう,,わたっちまう,,わたり,,わたりなさい,,わたられる,わたられない,わたったら,わたらなかったら,537.0,為さる,なさる
